Country,Subject,Measure,Year,Value
Lithuania,Total population; persons; thousands,Persons/Hours,1995,3629.1
Lithuania,Total population; persons; thousands,Persons/Hours,1996,3601.6
Lithuania,Total population; persons; thousands,Persons/Hours,1997,3575.2
Lithuania,Total population; persons; thousands,Persons/Hours,1998,3549.3
Lithuania,Total population; persons; thousands,Persons/Hours,1999,3524.2
Lithuania,Total population; persons; thousands,Persons/Hours,2000,3499.5
Lithuania,Total population; persons; thousands,Persons/Hours,2001,3470.8179999999998
Lithuania,Total population; persons; thousands,Persons/Hours,2002,3443.067
Lithuania,Total population; persons; thousands,Persons/Hours,2003,3415.2129999999997
Lithuania,Total population; persons; thousands,Persons/Hours,2004,3377.075
Lithuania,Total population; persons; thousands,Persons/Hours,2005,3322.5
Lithuania,Total population; persons; thousands,Persons/Hours,2006,3269.909
Lithuania,Total population; persons; thousands,Persons/Hours,2007,3231.2940000000003
Lithuania,Total population; persons; thousands,Persons/Hours,2008,3198.2309999999998
Lithuania,Total population; persons; thousands,Persons/Hours,2009,3162.9159999999997
Lithuania,Total population; persons; thousands,Persons/Hours,2010,3097.282
Lithuania,Total population; persons; thousands,Persons/Hours,2011,3028.115
Lithuania,Total population; persons; thousands,Persons/Hours,2012,2987.7729999999997
Lithuania,Total population; persons; thousands,Persons/Hours,2013,2957.6890000000003
Lithuania,Total population; persons; thousands,Persons/Hours,2014,2932.367
Lithuania,Total population; persons; thousands,Persons/Hours,2015,2904.91
Lithuania,Total population; persons; thousands,Persons/Hours,2016,2868.2309999999998
Lithuania,Total population; persons; thousands,Persons/Hours,2017,2828.403
Lithuania,Total population; persons; thousands,Persons/Hours,2018,2801.5429999999997
Lithuania,Total population; persons; thousands,Persons/Hours,2019,2792.550917
Lithuania,Hours worked for total employment; millions,Persons/Hours,1995,2236.6279
Lithuania,Hours worked for total employment; millions,Persons/Hours,1996,2254.51965
Lithuania,Hours worked for total employment; millions,Persons/Hours,1997,2275.79265
Lithuania,Hours worked for total employment; millions,Persons/Hours,1998,2319.3088
Lithuania,Hours worked for total employment; millions,Persons/Hours,1999,2199.540795
Lithuania,Hours worked for total employment; millions,Persons/Hours,2000,2240.108745
Lithuania,Hours worked for total employment; millions,Persons/Hours,2001,2137.439139
Lithuania,Hours worked for total employment; millions,Persons/Hours,2002,2179.884707
Lithuania,Hours worked for total employment; millions,Persons/Hours,2003,2208.431068
Lithuania,Hours worked for total employment; millions,Persons/Hours,2004,2297.06004
Lithuania,Hours worked for total employment; millions,Persons/Hours,2005,2314.349084
Lithuania,Hours worked for total employment; millions,Persons/Hours,2006,2301.4212079999998
Lithuania,Hours worked for total employment; millions,Persons/Hours,2007,2385.918352
Lithuania,Hours worked for total employment; millions,Persons/Hours,2008,2391.56025
Lithuania,Hours worked for total employment; millions,Persons/Hours,2009,2126.160659
Lithuania,Hours worked for total employment; millions,Persons/Hours,2010,2079.505022
Lithuania,Hours worked for total employment; millions,Persons/Hours,2011,2063.370872
Lithuania,Hours worked for total employment; millions,Persons/Hours,2012,2099.790767
Lithuania,Hours worked for total employment; millions,Persons/Hours,2013,2110.3303079999996
Lithuania,Hours worked for total employment; millions,Persons/Hours,2014,2142.912515
Lithuania,Hours worked for total employment; millions,Persons/Hours,2015,2203.808159
Lithuania,Hours worked for total employment; millions,Persons/Hours,2016,2282.621077
Lithuania,Hours worked for total employment; millions,Persons/Hours,2017,2215.796629
Lithuania,Hours worked for total employment; millions,Persons/Hours,2018,2255.90706
Lithuania,Hours worked for total employment; millions,Persons/Hours,2019,2267.649719
Lithuania,Average hours worked per person employed,Persons/Hours,1995,1508.0
Lithuania,Average hours worked per person employed,Persons/Hours,1996,1506.0
Lithuania,Average hours worked per person employed,Persons/Hours,1997,1511.0
Lithuania,Average hours worked per person employed,Persons/Hours,1998,1552.0
Lithuania,Average hours worked per person employed,Persons/Hours,1999,1505.0
Lithuania,Average hours worked per person employed,Persons/Hours,2000,1601.0
Lithuania,Average hours worked per person employed,Persons/Hours,2001,1588.0
Lithuania,Average hours worked per person employed,Persons/Hours,2002,1563.0
Lithuania,Average hours worked per person employed,Persons/Hours,2003,1549.0
Lithuania,Average hours worked per person employed,Persons/Hours,2004,1629.0
Lithuania,Average hours worked per person employed,Persons/Hours,2005,1629.0
Lithuania,Average hours worked per person employed,Persons/Hours,2006,1625.0
Lithuania,Average hours worked per person employed,Persons/Hours,2007,1651.0
Lithuania,Average hours worked per person employed,Persons/Hours,2008,1677.0
Lithuania,Average hours worked per person employed,Persons/Hours,2009,1615.0
Lithuania,Average hours worked per person employed,Persons/Hours,2010,1666.0
Lithuania,Average hours worked per person employed,Persons/Hours,2011,1644.0
Lithuania,Average hours worked per person employed,Persons/Hours,2012,1642.0
Lithuania,Average hours worked per person employed,Persons/Hours,2013,1628.0
Lithuania,Average hours worked per person employed,Persons/Hours,2014,1620.0
Lithuania,Average hours worked per person employed,Persons/Hours,2015,1643.0
Lithuania,Average hours worked per person employed,Persons/Hours,2016,1664.0
Lithuania,Average hours worked per person employed,Persons/Hours,2017,1627.0
Lithuania,Average hours worked per person employed,Persons/Hours,2018,1634.0
Lithuania,Average hours worked per person employed,Persons/Hours,2019,1635.0
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,1995,1483.175
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,1996,1497.025
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,1997,1506.15
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,1998,1494.4
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,1999,1461.4889
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2000,1399.19347
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2001,1345.99442
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2002,1394.679915
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2003,1425.714053
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2004,1410.104383
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2005,1420.71767
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2006,1416.259205
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2007,1445.135283
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2008,1426.094365
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2009,1316.5081480000001
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2010,1248.202294
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2011,1255.091771
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2012,1278.8007109999999
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2013,1296.271688
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2014,1322.7855029999998
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2015,1341.331807
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2016,1371.767474
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2017,1361.890983
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2018,1380.604076
Lithuania,Total employment (number of persons employed); thousands,Persons/Hours,2019,1386.941724
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,1995,616.303739
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,1996,625.977246
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,1997,636.549745
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,1998,653.455273
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,1999,624.124849
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2000,640.122516
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2001,615.8315240000001
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2002,633.122942
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2003,646.645193
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2004,680.19219
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2005,696.568573
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2006,703.818121
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2007,738.378604
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2008,747.7759580000001
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2009,672.215341
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2010,671.3967349999999
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2011,681.404396
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2012,702.794612
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2013,713.5064940000001
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2014,730.779099
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2015,758.649376
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2016,795.828884
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2017,783.409093
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2018,805.23735
Lithuania,Labour utilisation (hours worked per head of population),Persons/Hours,2019,812.035227
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,1995,-79.334085
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,1996,-78.697958
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,1997,-77.50735999999999
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,1998,-76.345169
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,1999,-77.313824
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2000,-76.698026
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2001,-74.523569
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2002,-72.368487
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2003,-69.39107299999999
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2004,-68.71016999999999
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2005,-67.01869599999999
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2006,-64.34894399999999
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2007,-60.139103000000006
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2008,-57.061579
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2009,-61.385509
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2010,-58.562692000000006
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2011,-54.178606
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2012,-52.182345
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2013,-49.704018
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2014,-48.800568
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2015,-49.26506
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2016,-46.660412
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2017,-43.684337
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2018,-43.078199
Lithuania,Gap in GDP per capita with respect to the USA,Gap in % points,2019,-41.458288
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,1995,-28.500287
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,1996,-27.437340000000003
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,1997,-27.467501000000002
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,1998,-26.278388
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,1999,-30.029
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,2000,-28.374435
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,2001,-29.548152
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,2002,-26.107044000000002
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,2003,-23.660154000000002
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,2004,-19.935731
Lithuania,Gap in labour utilisation with respect to the USA,Gap in % points,2005,-18.359333
